Identificador ̼nico de la manzana,Uso
002433044,RESIDENCIAL
006420027,RESIDENCIAL
002437088,RESIDENCIAL
007207022,RESIDENCIAL
009235022,RESIDENCIAL
004616016,RESIDENCIAL
004616028,RESIDENCIAL
004616035,RESIDENCIAL
005106027,RESIDENCIAL
002439039,RESIDENCIAL
006517069,OTROS
006201051,RESIDENCIAL
009102017,RESIDENCIAL
009102083,RESIDENCIAL
005510013,RESIDENCIAL
009224004,OTROS
009224006,RESIDENCIAL
002580037,RESIDENCIAL
009224007,RESIDENCIAL
009105039,RESIDENCIAL
008520067,RESIDENCIAL
009209096,RESIDENCIAL
009108078,RESIDENCIAL
002456060,RESIDENCIAL
002404021,OTROS
005104008,RESIDENCIAL
002515052,RESIDENCIAL
002526042,RESIDENCIAL
002526044,RESIDENCIAL
004562067,RESIDENCIAL
005404045,RESIDENCIAL
004612094,RESIDENCIAL
009235054,RESIDENCIAL
002560050,RESIDENCIAL
003202013,RESIDENCIAL
002413025,OTROS
001401012,RESIDENCIAL
008533071,RESIDENCIAL
001354065,RESIDENCIAL
005607010,RESIDENCIAL
005616001,RESIDENCIAL
005647064,RESIDENCIAL
004623003,RESIDENCIAL
004625095,RESIDENCIAL
009250090,RESIDENCIAL
005666016,OTROS
009233022,RESIDENCIAL
006405009,RESIDENCIAL
009102018,RESIDENCIAL
007201020,OTROS
001416024,RESIDENCIAL
008213024,RESIDENCIAL
009231002,RESIDENCIAL
007102013,OFICINAS
001335056,RESIDENCIAL
007102016,RESIDENCIAL
008406011,RESIDENCIAL
006301024,RESIDENCIAL
002433045,RESIDENCIAL
002433049,RESIDENCIAL
002433050,RESIDENCIAL
002433051,OTROS
002433054,RESIDENCIAL
002433056,RESIDENCIAL
001311006,RESIDENCIAL
001408029,RESIDENCIAL
002524039,RESIDENCIAL
001408041,RESIDENCIAL
004409033,RESIDENCIAL
004409034,RESIDENCIAL
004409035,RESIDENCIAL
004604078,RESIDENCIAL
004604088,RESIDENCIAL
005630051,RESIDENCIAL
009133017,RESIDENCIAL
004522019,RESIDENCIAL
009201069,RESIDENCIAL
005637086,RESIDENCIAL
002515004,OTROS
005636069,RESIDENCIAL
009255046,RESIDENCIAL
009255052,RESIDENCIAL
009255057,RESIDENCIAL
003109011,OFICINAS
006419001,RESIDENCIAL
006419027,RESIDENCIAL
006419051,RESIDENCIAL
001210009,RESIDENCIAL
009118056,OTROS
009257055,RESIDENCIAL
002445025,RESIDENCIAL
005617047,RESIDENCIAL
004579094,RESIDENCIAL
005647007,RESIDENCIAL
005647019,RESIDENCIAL
005505046,RESIDENCIAL
002515009,OTROS
002545009,RESIDENCIAL
004603024,RESIDENCIAL
005647032,RESIDENCIAL
009254058,RESIDENCIAL
004108025,RESIDENCIAL
004108039,RESIDENCIAL
002578088,RESIDENCIAL
005102002,RESIDENCIAL
008538002,RESIDENCIAL
009202031,RESIDENCIAL
,
006410051,RESIDENCIAL
006410053,RESIDENCIAL
006410056,RESIDENCIAL
006410061,RESIDENCIAL
001418063,RESIDENCIAL
006515061,BODEGAS
006403070,RESIDENCIAL
004523028,COMERCIO
006517018,RESIDENCIAL
002625002,RESIDENCIAL
006516002,RESIDENCIAL
009128015,RESIDENCIAL
005405026,RESIDENCIAL
006509005,BODEGAS
001107004,RESIDENCIAL
001355064,UNIVERSIDADES Y COLEGIOS
003102005,OFICINAS
002406056,RESIDENCIAL
002407002,RESIDENCIAL
005679057,RESIDENCIAL
003202032,RESIDENCIAL
004551029,RESIDENCIAL
004551043,RESIDENCIAL
004309029,RESIDENCIAL
004309030,RESIDENCIAL
001352046,RESIDENCIAL
001352054,RESIDENCIAL
004529045,RESIDENCIAL
004584031,RESIDENCIAL
001207012,RESIDENCIAL
002595009,RESIDENCIAL
008505011,OFICINAS
001332050,OTROS
009235049,OTROS
001118038,RESIDENCIAL
003109009,COMERCIO
003109010,OFICINAS
009204064,RESIDENCIAL
004522082,RESIDENCIAL
002432085,OTROS
001103018,RESIDENCIAL
001211026,RESIDENCIAL
009235064,RESIDENCIAL
004589002,RESIDENCIAL
004523030,RESIDENCIAL
008313005,OFICINAS
004597046,RESIDENCIAL
008416036,RESIDENCIAL
002576088,RESIDENCIAL
009254009,RESIDENCIAL
008307018,RESIDENCIAL
005647028,RESIDENCIAL
005617002,COMERCIO
005604031,RESIDENCIAL
005605004,RESIDENCIAL
005202035,COMERCIO
,
,
,
001418005,RESIDENCIAL
008501008,BODEGAS
008501020,BODEGAS
006517070,OTROS
001420007,RESIDENCIAL
001420057,RESIDENCIAL
001304014,RESIDENCIAL
001412012,RESIDENCIAL
005620052,RESIDENCIAL
005620056,RESIDENCIAL
001408069,RESIDENCIAL
004635015,RESIDENCIAL
005612012,RESIDENCIAL
005623039,RESIDENCIAL
004597009,RESIDENCIAL
001348030,RESIDENCIAL
003215049,RESIDENCIAL
004403031,RESIDENCIAL
001418008,RESIDENCIAL
001304057,RESIDENCIAL
008310002,OFICINAS
004628021,RESIDENCIAL
005608061,RESIDENCIAL
002533003,RESIDENCIAL
002552071,RESIDENCIAL
004625053,RESIDENCIAL
009251051,RESIDENCIAL
008112014,RESIDENCIAL
007207001,RESIDENCIAL
004553080,RESIDENCIAL
003109023,RESIDENCIAL
009118017,RESIDENCIAL
009212030,RESIDENCIAL
001427002,RESIDENCIAL
001316055,RESIDENCIAL
004544058,RESIDENCIAL
002423062,RESIDENCIAL
004580018,RESIDENCIAL
002563016,OTROS
004520080,RESIDENCIAL
009107099,RESIDENCIAL
005609035,RESIDENCIAL
005627054,RESIDENCIAL
005627073,RESIDENCIAL
005627029,RESIDENCIAL
005627077,RESIDENCIAL
004308004,RESIDENCIAL
004308007,RESIDENCIAL
004308026,RESIDENCIAL
004308044,RESIDENCIAL
004308048,RESIDENCIAL
004308053,RESIDENCIAL
002404007,OFICINAS
002534067,RESIDENCIAL
005603023,RESIDENCIAL
005603026,RESIDENCIAL
002576085,RESIDENCIAL
004501041,RESIDENCIAL
002561031,RESIDENCIAL
006502040,RESIDENCIAL
,
,
007403036,OFICINAS
009107079,BODEGAS
004532033,RESIDENCIAL
001304039,RESIDENCIAL
002584022,RESIDENCIAL
009256052,RESIDENCIAL
007203033,RESIDENCIAL
001114004,RESIDENCIAL
003201012,OTROS
009236088,RESIDENCIAL
002528041,RESIDENCIAL
004107017,RESIDENCIAL
004302012,RESIDENCIAL
004544025,RESIDENCIAL
002522003,RESIDENCIAL
005620003,RESIDENCIAL
009231017,RESIDENCIAL
009231062,RESIDENCIAL
005669050,OTROS
005102037,RESIDENCIAL
008313009,RESIDENCIAL
002524084,RESIDENCIAL
001430038,RESIDENCIAL
002305036,RESIDENCIAL
005623013,RESIDENCIAL
004504030,RESIDENCIAL
002540029,RESIDENCIAL
002540051,RESIDENCIAL
004551041,RESIDENCIAL
004504026,RESIDENCIAL
004512026,RESIDENCIAL
002503087,RESIDENCIAL
001418067,RESIDENCIAL
002431030,RESIDENCIAL
009253068,RESIDENCIAL
004407017,RESIDENCIAL
004501060,RESIDENCIAL
007403019,RESIDENCIAL
001412021,RESIDENCIAL
001412028,RESIDENCIAL
005603053,RESIDENCIAL
005679009,RESIDENCIAL
004310001,RESIDENCIAL
004506072,RESIDENCIAL
004506078,RESIDENCIAL
002549093,OTROS
002564032,RESIDENCIAL
003201015,RESIDENCIAL
003201033,OTROS
003201035,OTROS
001328005,RESIDENCIAL
008204011,RESIDENCIAL
004519035,RESIDENCIAL
004519027,RESIDENCIAL
004519065,RESIDENCIAL
009254024,RESIDENCIAL
001428062,RESIDENCIAL
005647036,RESIDENCIAL
005647037,RESIDENCIAL
004108045,RESIDENCIAL
004108044,RESIDENCIAL
005647052,RESIDENCIAL
006210001,RESIDENCIAL
002407035,RESIDENCIAL
,
,
,
005665073,RESIDENCIAL
001332011,RESIDENCIAL
007102003,RESIDENCIAL
004501049,RESIDENCIAL
006402088,RESIDENCIAL
005110049,RESIDENCIAL
005663008,RESIDENCIAL
009132004,RESIDENCIAL
006404003,BODEGAS
002568069,OTROS
002540015,RESIDENCIAL
009234091,OTROS
004409015,RESIDENCIAL
004409016,RESIDENCIAL
004542041,BODEGAS
001303024,RESIDENCIAL
004309033,RESIDENCIAL
001350006,RESIDENCIAL
008112002,RESIDENCIAL
006517013,RESIDENCIAL
001410016,RESIDENCIAL
001418064,RESIDENCIAL
004506043,RESIDENCIAL
006521010,OTROS
004407012,RESIDENCIAL
004407019,RESIDENCIAL
004407025,RESIDENCIAL
004407032,RESIDENCIAL
004407029,RESIDENCIAL
004407030,RESIDENCIAL
008501021,RESIDENCIAL
002434006,RESIDENCIAL
005620031,RESIDENCIAL
002545003,RESIDENCIAL
004522093,RESIDENCIAL
002402045,RESIDENCIAL
009116010,BODEGAS
002445014,RESIDENCIAL
004561042,RESIDENCIAL
006517052,RESIDENCIAL
009202027,RESIDENCIAL
004590003,OTROS
005617020,RESIDENCIAL
005617054,RESIDENCIAL
006531015,RESIDENCIAL
006515066,RESIDENCIAL
009257041,RESIDENCIAL
008203001,RESIDENCIAL
005510021,RESIDENCIAL
005603009,RESIDENCIAL
005655025,RESIDENCIAL
002427047,OTROS
005655024,RESIDENCIAL
004106013,RESIDENCIAL
004401066,RESIDENCIAL
002513011,RESIDENCIAL
,
,
,
004563016,OTROS
002308019,RESIDENCIAL
004507006,RESIDENCIAL
008516038,RESIDENCIAL
008525006,BODEGAS
004540096,OTROS
002102007,RESIDENCIAL
008110020,RESIDENCIAL
002203033,RESIDENCIAL
005203001,RESIDENCIAL
008504024,RESIDENCIAL
008504001,RESIDENCIAL
006514025,RESIDENCIAL
002102077,RESIDENCIAL
004617018,OTROS
004107023,RESIDENCIAL
008514008,OTROS
008401020,RESIDENCIAL
001350088,RESIDENCIAL
004107001,RESIDENCIAL
005623092,RESIDENCIAL
004517037,RESIDENCIAL
004506036,RESIDENCIAL
009253024,RESIDENCIAL
009219010,RESIDENCIAL
006104027,RESIDENCIAL
006209011,RESIDENCIAL
006402090,RESIDENCIAL
009255043,RESIDENCIAL
002435043,RESIDENCIAL
005103019,RESIDENCIAL
002445057,RESIDENCIAL
008406006,RESIDENCIAL
008406010,RESIDENCIAL
008406012,OFICINAS
008406015,RESIDENCIAL
008406016,RESIDENCIAL
009202022,RESIDENCIAL
009202030,RESIDENCIAL
009202039,RESIDENCIAL
008406032,RESIDENCIAL
008406024,RESIDENCIAL
008406043,RESIDENCIAL
008406045,RESIDENCIAL
002529039,RESIDENCIAL
001333006,RESIDENCIAL
008518010,RESIDENCIAL
001427092,RESIDENCIAL
006401013,RESIDENCIAL
002524054,RESIDENCIAL
002402048,RESIDENCIAL
002549043,RESIDENCIAL
002402051,RESIDENCIAL
005614057,RESIDENCIAL
005638014,RESIDENCIAL
005638030,RESIDENCIAL
005638031,RESIDENCIAL
004595023,RESIDENCIAL
002615014,RESIDENCIAL
,
,
,
009235057,RESIDENCIAL
002607098,RESIDENCIAL
005603044,RESIDENCIAL
004635001,RESIDENCIAL
005204022,RESIDENCIAL
002617024,RESIDENCIAL
002607060,RESIDENCIAL
008512015,RESIDENCIAL
008512006,RESIDENCIAL
004527038,RESIDENCIAL
002539014,RESIDENCIAL
004620063,RESIDENCIAL
005405009,RESIDENCIAL
002201020,RESIDENCIAL
008107020,RESIDENCIAL
005620037,RESIDENCIAL
005620048,RESIDENCIAL
009213039,RESIDENCIAL
001410028,RESIDENCIAL
002528076,RESIDENCIAL
009267090,RESIDENCIAL
004579074,RESIDENCIAL
002584068,RESIDENCIAL
006403060,RESIDENCIAL
002401018,RESIDENCIAL
008308036,RESIDENCIAL
009242011,RESIDENCIAL
001352021,RESIDENCIAL
001352023,RESIDENCIAL
001352025,RESIDENCIAL
001352061,RESIDENCIAL
001352058,RESIDENCIAL
009242090,RESIDENCIAL
009256065,RESIDENCIAL
009256014,RESIDENCIAL
001403027,RESIDENCIAL
009133022,RESIDENCIAL
006506039,RESIDENCIAL
002587014,RESIDENCIAL
002420042,RESIDENCIAL
006506058,RESIDENCIAL
006212016,RESIDENCIAL
009128005,RESIDENCIAL
001119023,RESIDENCIAL
004580036,RESIDENCIAL
002416030,RESIDENCIAL
001301046,RESIDENCIAL
006515062,BODEGAS
006103046,RESIDENCIAL
001346013,RESIDENCIAL
002595007,RESIDENCIAL
002530068,OTROS
008521010,RESIDENCIAL
002530087,RESIDENCIAL
002595017,OTROS
002595030,OTROS
002595066,RESIDENCIAL
009213049,RESIDENCIAL
001327013,RESIDENCIAL
002595023,RESIDENCIAL
009257098,OTROS
005607065,RESIDENCIAL
002524013,RESIDENCIAL
003202040,RESIDENCIAL
002564034,RESIDENCIAL
002402068,RESIDENCIAL
005608099,RESIDENCIAL
004514008,RESIDENCIAL
006423022,RESIDENCIAL
006423020,RESIDENCIAL
009267041,RESIDENCIAL
004109014,RESIDENCIAL
009209039,RESIDENCIAL
002536015,RESIDENCIAL
006504059,RESIDENCIAL
001418027,RESIDENCIAL
002549074,RESIDENCIAL
005629005,RESIDENCIAL
002426056,OTROS
003103013,RESIDENCIAL
006516022,RESIDENCIAL
001319049,RESIDENCIAL
002428097,BODEGAS
004508048,RESIDENCIAL
004547001,BODEGAS
005502037,RESIDENCIAL
004107012,RESIDENCIAL
002406038,RESIDENCIAL
005680099,OTROS
005620010,RESIDENCIAL
005620005,RESIDENCIAL
005620013,RESIDENCIAL
005620014,RESIDENCIAL
002607084,OTROS
002521007,RESIDENCIAL
002521040,RESIDENCIAL
005670023,RESIDENCIAL
005679036,RESIDENCIAL
008406040,RESIDENCIAL
005647054,RESIDENCIAL
002594079,RESIDENCIAL
002570082,RESIDENCIAL
002546086,RESIDENCIAL
004581044,RESIDENCIAL
004632005,RESIDENCIAL
004632030,RESIDENCIAL
005612027,RESIDENCIAL
005404057,RESIDENCIAL
005655021,RESIDENCIAL
004552018,RESIDENCIAL
005657001,RESIDENCIAL
004552024,RESIDENCIAL
004552096,RESIDENCIAL
002201015,RESIDENCIAL
002597021,RESIDENCIAL
008535016,RESIDENCIAL
002509051,RESIDENCIAL
004511017,RESIDENCIAL
009204001,RESIDENCIAL
002515010,RESIDENCIAL
005631032,RESIDENCIAL
004501022,RESIDENCIAL
004502013,RESIDENCIAL
008540007,RESIDENCIAL
005103012,RESIDENCIAL
005634063,RESIDENCIAL
004511063,RESIDENCIAL
004511068,OTROS
003201004,RESIDENCIAL
002408052,RESIDENCIAL
002440029,RESIDENCIAL
004570044,INDUSTRIA
002209035,RESIDENCIAL
005602047,RESIDENCIAL
002517047,RESIDENCIAL
005610014,RESIDENCIAL
005615026,RESIDENCIAL
002618039,RESIDENCIAL
004523027,COMERCIO
002436016,RESIDENCIAL
002445009,RESIDENCIAL
004625090,RESIDENCIAL
002508022,OTROS
002508036,RESIDENCIAL
004584079,RESIDENCIAL
001435097,RESIDENCIAL
009203077,RESIDENCIAL
009216068,RESIDENCIAL
004557037,RESIDENCIAL
006423015,RESIDENCIAL
002516012,RESIDENCIAL
006419064,RESIDENCIAL
005609005,RESIDENCIAL
002581098,RESIDENCIAL
001356069,RESIDENCIAL
009244034,RESIDENCIAL
006403085,RESIDENCIAL
002102060,RESIDENCIAL
002102063,RESIDENCIAL
001413023,RESIDENCIAL
002441063,RESIDENCIAL
004309019,RESIDENCIAL
004309022,RESIDENCIAL
009233035,RESIDENCIAL
006531007,RESIDENCIAL
009224072,RESIDENCIAL
005603063,RESIDENCIAL
009233062,RESIDENCIAL
001408045,RESIDENCIAL
001408062,RESIDENCIAL
001408047,RESIDENCIAL
002545015,RESIDENCIAL
002545029,RESIDENCIAL
002545031,RESIDENCIAL
003103032,RESIDENCIAL
005647062,RESIDENCIAL
004634003,OTROS
001420041,RESIDENCIAL
005647070,RESIDENCIAL
005614049,RESIDENCIAL
002546063,RESIDENCIAL
001427083,RESIDENCIAL
001403039,RESIDENCIAL
009254073,RESIDENCIAL
004501032,RESIDENCIAL
002546064,RESIDENCIAL
002546068,OTROS
002546078,RESIDENCIAL
002617097,RESIDENCIAL
009107078,RESIDENCIAL
004545038,RESIDENCIAL
004569022,RESIDENCIAL
001352059,RESIDENCIAL
001352060,RESIDENCIAL
001353007,RESIDENCIAL
004625060,RESIDENCIAL
002510040,RESIDENCIAL
004508020,RESIDENCIAL
004593017,RESIDENCIAL
004521016,RESIDENCIAL
002535026,RESIDENCIAL
004601071,RESIDENCIAL
004601072,RESIDENCIAL
004601075,OTROS
004578005,RESIDENCIAL
007202030,RESIDENCIAL
004578012,RESIDENCIAL
008543023,RESIDENCIAL
009210076,RESIDENCIAL
002535037,RESIDENCIAL
005669062,RESIDENCIAL
009210034,OTROS
003201007,RESIDENCIAL
004501026,RESIDENCIAL
005657023,RESIDENCIAL
006410047,RESIDENCIAL
009105006,RESIDENCIAL
006517031,RESIDENCIAL
008420004,RESIDENCIAL
004525026,RESIDENCIAL
002303007,RESIDENCIAL
005647004,RESIDENCIAL
002531038,RESIDENCIAL
001418009,RESIDENCIAL
001418010,RESIDENCIAL
004503061,OTROS
009255029,RESIDENCIAL
009255030,RESIDENCIAL
001415057,RESIDENCIAL
001415018,RESIDENCIAL
005650040,OTROS
002527011,RESIDENCIAL
004508004,RESIDENCIAL
008535043,RESIDENCIAL
005639018,RESIDENCIAL
005204028,RESIDENCIAL
002545001,RESIDENCIAL
001413091,RESIDENCIAL
002433030,OTROS
002433031,OTROS
007405007,RESIDENCIAL
002546040,RESIDENCIAL
002584047,RESIDENCIAL
004308039,RESIDENCIAL
004308018,RESIDENCIAL
004107045,RESIDENCIAL
004107055,RESIDENCIAL
004107056,RESIDENCIAL
005639011,RESIDENCIAL
002564002,RESIDENCIAL
002564038,RESIDENCIAL
002564042,RESIDENCIAL
004209001,RESIDENCIAL
004108004,RESIDENCIAL
006525013,OTROS
009257087,RESIDENCIAL
002536014,RESIDENCIAL
002536023,RESIDENCIAL
006502064,RESIDENCIAL
001207022,RESIDENCIAL
002545039,OTROS
002545030,RESIDENCIAL
002402021,RESIDENCIAL
002402002,RESIDENCIAL
002302011,RESIDENCIAL
005655004,RESIDENCIAL
004513041,RESIDENCIAL
005619009,RESIDENCIAL
005619007,RESIDENCIAL
005619024,RESIDENCIAL
005619026,RESIDENCIAL
005619031,RESIDENCIAL
001305042,RESIDENCIAL
002407015,RESIDENCIAL
002565066,RESIDENCIAL
002102035,RESIDENCIAL
001353016,RESIDENCIAL
002564055,RESIDENCIAL
003201023,RESIDENCIAL
004520056,RESIDENCIAL
003207014,RESIDENCIAL
005629019,RESIDENCIAL
008406039,RESIDENCIAL
005648023,RESIDENCIAL
005648045,RESIDENCIAL
006517049,RESIDENCIAL
002595072,RESIDENCIAL
004508017,RESIDENCIAL
004508019,RESIDENCIAL
005401049,RESIDENCIAL
005620065,RESIDENCIAL
002451048,OTROS
009118067,RESIDENCIAL
001404034,RESIDENCIAL
004631032,RESIDENCIAL
001418030,RESIDENCIAL
001418032,RESIDENCIAL
008522009,RESIDENCIAL
008522006,RESIDENCIAL
005617029,OTROS
003211038,RESIDENCIAL
002430054,RESIDENCIAL
002430056,RESIDENCIAL
009256004,RESIDENCIAL
002437004,RESIDENCIAL
005629034,RESIDENCIAL
002583089,RESIDENCIAL
004623012,RESIDENCIAL
009267091,RESIDENCIAL
008106027,RESIDENCIAL
006517066,OTROS
002430086,RESIDENCIAL
002553078,RESIDENCIAL
001340024,RESIDENCIAL
005670062,RESIDENCIAL
002415062,RESIDENCIAL
001118030,RESIDENCIAL
009257023,RESIDENCIAL
004107053,RESIDENCIAL
004107060,RESIDENCIAL
006517014,RESIDENCIAL
005611038,RESIDENCIAL
009211044,RESIDENCIAL
009223011,RESIDENCIAL
009223026,RESIDENCIAL
005610030,OTROS
002576075,RESIDENCIAL
009254066,RESIDENCIAL
005605045,RESIDENCIAL
004634065,RESIDENCIAL
005605037,RESIDENCIAL
005606030,RESIDENCIAL
005655001,RESIDENCIAL
005655006,RESIDENCIAL
003208056,RESIDENCIAL
005629035,RESIDENCIAL
003205017,RESIDENCIAL
003205021,RESIDENCIAL
002450001,RESIDENCIAL
001355002,RESIDENCIAL
007204019,RESIDENCIAL
002407022,RESIDENCIAL
005605006,RESIDENCIAL
008506067,OTROS
001337023,OTROS
002446049,RESIDENCIAL
009207027,RESIDENCIAL
004567018,RESIDENCIAL
001412077,RESIDENCIAL
001412083,RESIDENCIAL
004635017,RESIDENCIAL
001408050,RESIDENCIAL
004409043,RESIDENCIAL
005660076,RESIDENCIAL
004619016,RESIDENCIAL
004201008,OTROS
004642046,RESIDENCIAL
004406055,RESIDENCIAL
009230086,RESIDENCIAL
009109016,RESIDENCIAL
009205038,RESIDENCIAL
005405025,RESIDENCIAL
002508056,RESIDENCIAL
002508048,RESIDENCIAL
004508014,RESIDENCIAL
004310020,RESIDENCIAL
001317002,RESIDENCIAL
002518030,RESIDENCIAL
001409024,RESIDENCIAL
009235019,RESIDENCIAL
009235034,RESIDENCIAL
009235041,OTROS
009216029,RESIDENCIAL
009133029,RESIDENCIAL
005636009,RESIDENCIAL
004407027,RESIDENCIAL
001107040,RESIDENCIAL
001107054,RESIDENCIAL
001107071,RESIDENCIAL
004597079,RESIDENCIAL
008540017,RESIDENCIAL
005683061,RESIDENCIAL
005683063,RESIDENCIAL
002627058,RESIDENCIAL
009267099,RESIDENCIAL
009111012,RESIDENCIAL
005510012,RESIDENCIAL
006402019,RESIDENCIAL
005615030,RESIDENCIAL
005614038,RESIDENCIAL
002445030,RESIDENCIAL
005603029,RESIDENCIAL
005603032,RESIDENCIAL
007301004,OTROS
007301014,RESIDENCIAL
007311001,OTROS
005305021,OTROS
001310011,RESIDENCIAL
008303009,RESIDENCIAL
008302002,RESIDENCIAL
009261001,OTROS
009129035,RESIDENCIAL
005625040,RESIDENCIAL
004111036,RESIDENCIAL
002546030,RESIDENCIAL
005204016,RESIDENCIAL
005204039,RESIDENCIAL
009213020,RESIDENCIAL
007205003,RESIDENCIAL
005406087,RESIDENCIAL
001318009,RESIDENCIAL
009129045,RESIDENCIAL
009129038,RESIDENCIAL
001335030,RESIDENCIAL
009129046,RESIDENCIAL
007310012,RESIDENCIAL
005626044,BODEGAS
004404001,RESIDENCIAL
004520096,OTROS
009218028,OTROS
002584075,RESIDENCIAL
002584016,RESIDENCIAL
002102054,RESIDENCIAL
005306010,RESIDENCIAL
009202051,RESIDENCIAL
009202041,RESIDENCIAL
008406022,RESIDENCIAL
002508029,RESIDENCIAL
002204024,RESIDENCIAL
001319006,RESIDENCIAL
001306013,RESIDENCIAL
005404041,RESIDENCIAL
005404050,RESIDENCIAL
001307017,RESIDENCIAL
006517015,RESIDENCIAL
004601078,RESIDENCIAL
004507012,RESIDENCIAL
005507005,RESIDENCIAL
005683077,RESIDENCIAL
003201025,RESIDENCIAL
005606034,RESIDENCIAL
005606057,RESIDENCIAL
005639008,RESIDENCIAL
002408034,RESIDENCIAL
002305001,RESIDENCIAL
002523034,RESIDENCIAL
007402013,RESIDENCIAL
002442078,RESIDENCIAL
005604018,RESIDENCIAL
002610026,RESIDENCIAL
004514016,RESIDENCIAL
004308030,RESIDENCIAL
002565033,RESIDENCIAL
005647043,RESIDENCIAL
005647046,OTROS
004205052,RESIDENCIAL
004106025,RESIDENCIAL
004106026,OTROS
004106030,RESIDENCIAL
002102006,RESIDENCIAL
002566037,RESIDENCIAL
002536030,RESIDENCIAL
002301021,RESIDENCIAL
005634067,RESIDENCIAL
008110013,RESIDENCIAL
009227018,RESIDENCIAL
009227065,OTROS
009203083,RESIDENCIAL
004613068,RESIDENCIAL
002428025,RESIDENCIAL
002428026,RESIDENCIAL
002428028,RESIDENCIAL
002428029,RESIDENCIAL
001340094,RESIDENCIAL
007203008,RESIDENCIAL
004554001,RESIDENCIAL
002620018,RESIDENCIAL
009235002,RESIDENCIAL
002584032,RESIDENCIAL
007311025,COMERCIO
001414005,RESIDENCIAL
004522011,RESIDENCIAL
001316011,RESIDENCIAL
004110018,BODEGAS
005625055,RESIDENCIAL
008537075,RESIDENCIAL
009212093,RESIDENCIAL
006404024,OTROS
004107039,RESIDENCIAL
004107037,RESIDENCIAL
004107040,RESIDENCIAL
002611005,RESIDENCIAL
002585005,OFICINAS
007406019,RESIDENCIAL
002102043,RESIDENCIAL
008110033,RESIDENCIAL
004567046,RESIDENCIAL
001330025,RESIDENCIAL
007405004,OTROS
007405013,RESIDENCIAL
008540033,RESIDENCIAL
005606063,RESIDENCIAL
004535014,RESIDENCIAL
004613071,RESIDENCIAL
004613040,OTROS
009204017,RESIDENCIAL
004641017,RESIDENCIAL
007305018,RESIDENCIAL
002554045,RESIDENCIAL
006517022,RESIDENCIAL
005620024,RESIDENCIAL
009256086,RESIDENCIAL
004504086,OTROS
002625063,RESIDENCIAL
002554015,RESIDENCIAL
002531091,RESIDENCIAL
001328003,RESIDENCIAL
002517091,RESIDENCIAL
001328002,RESIDENCIAL
001427024,RESIDENCIAL
001103019,RESIDENCIAL
001412067,RESIDENCIAL
002534073,RESIDENCIAL
004108036,RESIDENCIAL
006505003,RESIDENCIAL
004106033,RESIDENCIAL
004108008,RESIDENCIAL
005203039,RESIDENCIAL
005203045,RESIDENCIAL
009254038,RESIDENCIAL
009254039,RESIDENCIAL
001423089,OTROS
009254045,RESIDENCIAL
003108019,OFICINAS
003109003,OFICINAS
009233079,RESIDENCIAL
009233087,RESIDENCIAL
002415013,RESIDENCIAL
006423030,RESIDENCIAL
006423032,RESIDENCIAL
004507071,OTROS
005406037,RESIDENCIAL
006312062,RESIDENCIAL
008213001,COMERCIO
004554068,RESIDENCIAL
002203007,RESIDENCIAL
004204017,RESIDENCIAL
001355015,RESIDENCIAL
001354052,RESIDENCIAL
001354053,RESIDENCIAL
001313008,RESIDENCIAL
001318023,OTROS
009233066,RESIDENCIAL
009233063,RESIDENCIAL
004409004,RESIDENCIAL
004409005,RESIDENCIAL
002107043,OTROS
004409008,RESIDENCIAL
008515037,RESIDENCIAL
008515058,RESIDENCIAL
004635016,RESIDENCIAL
004635018,RESIDENCIAL
004635019,RESIDENCIAL
002564053,RESIDENCIAL
,
006410028,COMERCIO
002433059,OTROS
006307013,INDUSTRIA
005625058,RESIDENCIAL
001401003,RESIDENCIAL
001401018,RESIDENCIAL
001401022,RESIDENCIAL
008315002,OFICINAS
001353046,OTROS
001354040,RESIDENCIAL
009248005,RESIDENCIAL
002205003,RESIDENCIAL
005610025,OTROS
006202006,OFICINAS
004633002,RESIDENCIAL
008416039,RESIDENCIAL
009136017,RESIDENCIAL
005608030,RESIDENCIAL
006516037,OTROS
004578016,RESIDENCIAL
005648030,RESIDENCIAL
005648009,RESIDENCIAL
002560096,RESIDENCIAL
008406023,RESIDENCIAL
004504092,UNIVERSIDADES Y COLEGIOS
004204011,RESIDENCIAL
002447005,RESIDENCIAL
002554013,RESIDENCIAL
009130010,RESIDENCIAL
009111047,RESIDENCIAL
009111010,RESIDENCIAL
009111051,RESIDENCIAL
001319035,RESIDENCIAL
002413001,RESIDENCIAL
005660056,RESIDENCIAL
005660064,RESIDENCIAL
008524018,OTROS
008526091,RESIDENCIAL
009255048,RESIDENCIAL
001328026,RESIDENCIAL
004609027,RESIDENCIAL
005507030,RESIDENCIAL
001411038,RESIDENCIAL
004542071,RESIDENCIAL
001355034,RESIDENCIAL
001425081,RESIDENCIAL
009253044,RESIDENCIAL
002103066,RESIDENCIAL
002203030,RESIDENCIAL
007204004,RESIDENCIAL
001408065,RESIDENCIAL
001408080,RESIDENCIAL
001321063,RESIDENCIAL
001320023,RESIDENCIAL
001408004,OTROS
001408002,OTROS
004611012,RESIDENCIAL
009235009,RESIDENCIAL
001420031,RESIDENCIAL
009117031,RESIDENCIAL
005615035,RESIDENCIAL
006517054,RESIDENCIAL
009209005,RESIDENCIAL
009205042,RESIDENCIAL
,
,
,
005616022,RESIDENCIAL
